seed,prompt_id,position,selected_uncertain,b0v_correct,b0v_wrong
42,1,14,True,False,True
42,1,15,False,True,False
42,1,16,False,True,False
42,1,17,True,False,True
42,1,18,False,True,False
42,1,19,False,True,False
42,1,20,False,True,False
42,1,21,False,True,False
42,1,22,True,False,True
42,1,23,False,True,False
42,1,24,False,True,False
42,1,25,True,False,True
42,1,26,False,True,False
42,1,27,False,True,False
42,1,28,False,True,False
42,1,29,True,False,True
42,1,30,False,False,True
42,1,31,False,True,False
42,1,32,False,True,False
42,1,33,True,True,False
42,1,34,True,False,True
42,1,35,False,True,False
42,1,36,False,True,False
42,1,37,False,True,False
42,1,38,False,True,False
42,1,39,False,True,False
42,1,40,False,False,True
42,1,41,True,False,True
42,1,42,False,True,False
42,1,43,True,True,False
42,1,44,True,True,False
42,1,45,False,True,False
42,1,46,False,True,False
42,1,47,False,True,False
42,1,48,False,True,False
42,1,49,False,True,False
42,1,50,False,True,False
42,1,51,False,True,False
42,1,52,True,False,True
42,1,53,False,True,False
42,1,54,False,False,True
42,1,55,False,True,False
42,1,56,True,False,True
42,1,57,False,True,False
42,1,58,False,True,False
42,1,59,False,True,False
42,1,60,False,True,False
42,1,61,False,True,False
42,1,62,False,True,False
42,1,63,False,False,True
42,1,64,False,True,False
42,1,65,False,True,False
42,1,66,False,True,False
42,1,67,False,True,False
42,1,68,True,True,False
42,1,69,False,True,False
42,1,70,False,True,False
42,1,71,False,True,False
42,1,72,False,True,False
42,1,73,False,True,False
42,1,74,False,True,False
42,1,75,False,True,False
42,1,76,False,True,False
42,1,77,False,True,False
42,1,78,True,False,True
42,1,79,False,True,False
42,1,80,False,True,False
42,1,81,False,True,False
42,1,82,False,True,False
42,1,83,False,True,False
42,1,84,False,True,False
42,1,85,False,True,False
42,1,86,False,True,False
42,1,87,False,True,False
42,1,88,True,True,False
42,1,89,False,True,False
42,1,90,True,False,True
42,1,91,False,True,False
42,1,92,False,False,True
42,1,93,False,True,False
42,1,94,False,True,False
42,1,95,False,True,False
42,1,96,False,True,False
42,1,97,False,True,False
42,1,98,False,True,False
42,1,99,False,True,False
42,1,100,False,True,False
42,1,101,False,True,False
42,1,102,False,True,False
42,1,103,True,False,True
42,1,104,False,True,False
42,1,105,False,True,False
42,1,106,False,True,False
42,1,107,True,True,False
42,1,108,True,True,False
42,1,109,True,True,False
42,1,110,False,True,False
42,1,111,False,True,False
42,1,112,True,True,False
42,1,113,False,True,False
42,1,114,False,False,True
42,1,115,False,True,False
42,1,116,False,True,False
42,1,117,False,True,False
42,1,118,False,True,False
42,1,119,False,True,False
42,1,120,False,True,False
42,1,121,False,True,False
42,1,122,False,True,False
42,1,123,False,True,False
42,1,124,False,True,False
42,1,125,True,True,False
42,2,1,False,True,False
42,2,2,False,True,False
42,2,3,False,False,True
42,2,4,False,True,False
42,2,5,True,True,False
42,2,6,False,True,False
42,2,7,False,True,False
42,2,8,False,True,False
42,2,9,False,True,False
42,2,10,False,True,False
42,2,11,False,True,False
42,2,12,False,False,True
42,2,13,True,False,True
42,2,14,False,True,False
42,2,15,False,True,False
42,2,16,False,True,False
42,2,17,False,True,False
42,2,18,False,True,False
42,2,19,False,True,False
42,2,20,False,True,False
42,2,21,True,False,True
42,2,22,True,True,False
42,2,23,False,True,False
42,2,24,False,True,False
42,2,25,False,True,False
42,2,26,True,True,False
42,2,27,False,True,False
42,2,28,False,True,False
42,2,29,False,True,False
42,2,30,False,True,False
42,2,31,False,True,False
42,2,32,False,True,False
42,2,33,False,True,False
42,2,34,False,True,False
42,2,35,False,False,True
42,2,36,False,True,False
42,2,37,True,False,True
42,2,38,False,True,False
42,2,39,False,True,False
42,2,40,False,True,False
42,2,41,False,True,False
42,2,42,True,True,False
42,2,43,False,True,False
42,2,44,True,False,True
42,2,45,False,False,True
42,2,46,False,True,False
42,2,47,False,True,False
42,2,48,True,True,False
42,2,49,False,True,False
42,2,50,False,True,False
42,2,51,False,True,False
42,2,52,False,True,False
42,2,53,False,True,False
42,2,54,False,True,False
42,2,55,False,True,False
42,2,56,False,True,False
42,2,57,False,True,False
42,2,58,False,True,False
42,2,59,True,False,True
42,2,60,True,True,False
42,2,61,False,True,False
42,2,62,True,False,True
42,2,63,False,True,False
42,2,64,False,True,False
42,2,65,False,True,False
42,2,66,False,False,True
42,2,67,False,True,False
42,2,68,False,True,False
42,2,69,True,True,False
42,2,70,False,False,True
42,2,71,False,True,False
42,2,72,True,True,False
42,2,73,False,True,False
42,2,74,False,True,False
42,2,75,False,True,False
42,2,76,True,False,True
42,2,77,False,True,False
42,2,78,False,True,False
42,2,79,True,False,True
42,2,80,False,True,False
42,2,81,False,True,False
42,2,82,False,True,False
42,2,83,True,False,True
42,2,84,False,True,False
42,2,85,False,True,False
42,2,86,False,True,False
42,2,87,False,True,False
42,2,88,True,False,True
42,2,89,False,True,False
42,2,90,False,True,False
42,2,91,False,True,False
42,2,92,False,True,False
42,2,93,False,True,False
42,2,94,False,True,False
42,2,95,True,False,True
42,2,96,True,False,True
42,2,97,False,True,False
42,2,98,True,False,True
42,2,99,False,True,False
42,2,100,False,True,False
42,2,101,True,False,True
42,2,102,False,True,False
42,2,103,False,True,False
42,2,104,False,True,False
42,2,105,False,True,False
42,2,106,False,True,False
42,2,107,False,True,False
42,2,108,False,True,False
42,2,109,False,True,False
42,2,110,False,True,False
42,2,111,False,True,False
42,2,112,False,False,True
42,2,113,True,False,True
42,2,114,False,True,False
42,3,1,False,True,False
42,3,2,False,True,False
42,3,3,False,True,False
42,3,4,False,True,False
42,3,5,False,True,False
42,3,6,True,False,True
42,3,7,False,True,False
42,3,8,False,True,False
42,3,9,False,True,False
42,3,10,False,True,False
42,3,11,False,True,False
42,3,12,False,True,False
42,3,13,False,True,False
42,3,14,False,False,True
42,3,15,False,True,False
42,3,16,False,True,False
42,3,17,True,True,False
42,3,18,False,True,False
42,3,19,False,True,False
42,3,20,False,True,False
42,3,21,False,True,False
42,3,22,False,True,False
42,3,23,False,True,False
42,3,24,True,True,False
42,3,25,False,True,False
42,3,26,True,True,False
42,3,27,True,True,False
42,3,28,False,True,False
42,3,29,True,True,False
42,3,30,False,True,False
42,3,31,False,False,True
42,3,32,False,True,False
42,3,33,False,True,False
42,3,34,False,True,False
42,3,35,False,True,False
42,3,36,False,True,False
42,3,37,False,True,False
42,3,38,False,True,False
42,3,39,False,True,False
42,3,40,False,True,False
42,3,41,False,True,False
42,3,42,False,True,False
42,3,43,False,True,False
42,3,44,False,True,False
42,3,45,False,True,False
42,3,46,False,True,False
42,3,47,False,True,False
42,3,48,False,True,False
42,3,49,False,True,False
42,3,50,False,True,False
42,3,51,False,True,False
42,3,52,True,True,False
42,3,53,False,True,False
42,3,54,False,True,False
42,3,55,False,True,False
42,3,56,False,True,False
42,3,57,False,True,False
42,3,58,False,True,False
42,3,59,False,True,False
42,3,60,False,True,False
42,3,61,False,True,False
42,3,62,False,True,False
42,3,63,False,True,False
42,3,64,False,False,True
42,3,65,True,False,True
42,3,66,False,True,False
42,3,67,False,True,False
42,3,68,True,False,True
42,3,69,False,True,False
42,3,70,False,False,True
42,3,71,False,True,False
42,3,72,True,True,False
42,3,73,False,True,False
42,3,74,False,True,False
42,3,75,False,True,False
42,3,76,False,True,False
42,3,77,True,True,False
42,3,78,False,True,False
42,3,79,False,True,False
42,3,80,False,True,False
42,3,81,False,True,False
42,3,82,True,True,False
42,3,83,True,False,True
42,3,84,False,True,False
42,3,85,True,True,False
42,3,86,False,True,False
42,3,87,False,True,False
42,3,88,False,True,False
42,3,89,True,True,False
42,3,90,False,True,False
42,3,91,False,True,False
42,3,92,False,True,False
42,3,93,True,True,False
42,3,94,False,True,False
42,3,95,True,False,True
42,3,96,False,True,False
42,3,97,False,True,False
42,3,98,True,False,True
42,3,99,True,True,False
42,3,100,False,True,False
42,3,101,False,True,False
42,3,102,False,True,False
42,3,103,True,False,True
42,3,104,True,True,False
42,3,105,False,True,False
42,3,106,False,True,False
42,3,107,False,True,False
42,3,108,False,True,False
42,3,109,False,True,False
42,3,110,False,True,False
42,3,111,False,True,False
42,3,112,False,True,False
42,3,113,False,True,False
42,3,114,False,True,False
42,3,115,False,True,False
42,3,116,True,True,False
42,3,117,False,True,False
42,3,118,False,True,False
42,3,119,True,True,False
42,3,120,True,True,False
42,3,121,True,False,True
42,3,122,False,True,False
42,3,123,False,True,False
42,4,1,False,True,False
42,4,2,True,True,False
42,4,3,True,True,False
42,4,4,True,False,True
42,4,5,True,False,True
42,4,6,True,False,True
42,4,7,True,False,True
42,4,8,True,False,True
42,4,9,True,False,True
42,4,10,False,True,False
42,4,11,False,True,False
42,4,12,False,False,True
42,4,13,False,True,False
42,4,14,False,True,False
42,4,15,False,True,False
42,4,16,True,False,True
42,4,17,False,False,True
42,4,18,True,False,True
42,4,19,False,True,False
42,4,20,True,True,False
42,4,21,False,True,False
42,4,22,False,False,True
42,4,23,False,True,False
42,4,24,True,True,False
42,4,25,False,True,False
42,4,26,False,True,False
42,4,27,False,True,False
42,4,28,False,True,False
42,4,29,False,True,False
42,4,30,False,True,False
42,4,31,False,True,False
42,4,32,False,True,False
42,4,33,False,True,False
42,4,34,False,True,False
42,4,35,False,True,False
42,4,36,False,True,False
42,4,37,False,True,False
42,4,38,False,True,False
42,4,39,False,False,True
42,4,40,False,True,False
42,4,41,True,True,False
42,4,42,False,True,False
42,4,43,False,True,False
42,4,44,False,True,False
42,4,45,False,True,False
42,4,46,False,True,False
42,4,47,False,True,False
42,4,48,False,True,False
42,4,49,False,True,False
42,4,50,False,True,False
42,4,51,False,True,False
42,4,52,False,True,False
42,4,53,False,True,False
42,4,54,False,True,False
42,4,55,False,True,False
42,4,56,False,True,False
42,4,57,False,True,False
42,4,58,False,True,False
42,4,59,True,False,True
42,4,60,False,True,False
42,4,61,False,True,False
42,4,62,False,True,False
42,4,63,False,True,False
42,4,64,False,False,True
42,4,65,False,True,False
42,4,66,False,True,False
42,4,67,False,False,True
42,4,68,False,True,False
42,4,69,False,True,False
42,4,70,True,True,False
42,4,71,False,True,False
42,4,72,False,True,False
42,4,73,False,True,False
42,4,74,False,True,False
42,4,75,False,True,False
42,4,76,True,True,False
42,4,77,False,True,False
42,4,78,False,True,False
42,4,79,True,True,False
42,4,80,False,True,False
42,4,81,False,True,False
42,4,82,False,False,True
42,4,83,False,True,False
42,4,84,False,True,False
42,4,85,True,False,True
42,4,86,False,True,False
42,5,1,False,True,False
42,5,2,False,True,False
42,5,3,False,True,False
42,5,4,False,True,False
42,5,5,False,True,False
42,5,6,False,True,False
42,5,7,True,False,True
42,5,8,False,True,False
42,5,9,False,True,False
42,5,10,False,True,False
42,5,11,True,False,True
42,5,12,False,True,False
42,5,13,False,True,False
42,5,14,False,True,False
42,5,15,False,True,False
42,5,16,False,True,False
42,5,17,False,True,False
42,5,18,False,True,False
42,5,19,False,True,False
42,5,20,False,True,False
42,5,21,False,True,False
42,5,22,True,False,True
42,5,23,False,True,False
42,5,24,False,True,False
42,5,25,True,False,True
42,5,26,False,True,False
42,5,27,True,True,False
42,5,28,False,True,False
42,5,29,True,True,False
42,5,30,False,True,False
42,5,31,True,False,True
42,5,32,False,True,False
42,6,1,True,True,False
42,6,2,True,True,False
42,6,3,False,True,False
42,6,4,False,True,False
42,6,5,False,True,False
42,6,6,True,True,False
42,6,7,False,True,False
42,6,8,False,True,False
42,6,9,False,True,False
42,6,10,True,True,False
42,6,11,False,True,False
42,6,12,False,True,False
42,6,13,False,True,False
42,6,14,False,True,False
42,6,15,False,True,False
42,6,16,True,True,False
42,6,17,False,True,False
42,6,18,True,False,True
42,6,19,False,True,False
42,6,20,False,True,False
42,6,21,False,True,False
42,6,22,False,True,False
42,6,23,False,True,False
42,6,24,True,True,False
42,6,25,False,True,False
42,6,26,True,True,False
42,6,27,False,True,False
42,6,28,False,True,False
42,6,29,False,True,False
42,6,30,False,True,False
42,6,31,False,True,False
42,6,32,True,True,False
42,6,33,True,False,True
42,6,34,True,True,False
42,6,35,False,True,False
42,6,36,False,True,False
42,6,37,True,False,True
42,6,38,False,True,False
42,6,39,False,True,False
42,6,40,False,True,False
42,6,41,False,True,False
42,6,42,False,True,False
42,6,43,False,True,False
42,6,44,False,True,False
42,6,45,False,True,False
42,6,46,False,True,False
42,6,47,False,True,False
42,6,48,False,True,False
42,6,49,False,True,False
42,6,50,False,True,False
42,6,51,False,True,False
42,6,52,False,True,False
42,6,53,False,True,False
42,6,54,False,True,False
42,6,55,False,True,False
42,6,56,True,True,False
42,6,57,False,True,False
42,6,58,False,True,False
42,6,59,False,True,False
42,6,60,False,True,False
42,6,61,False,True,False
42,6,62,False,True,False
42,6,63,False,True,False
42,6,64,False,True,False
42,6,65,False,True,False
42,6,66,False,True,False
42,6,67,True,False,True
42,6,68,False,True,False
42,6,69,False,True,False
42,6,70,False,True,False
42,7,1,False,True,False
42,7,2,True,True,False
42,7,3,False,True,False
42,7,4,True,False,True
42,7,5,False,True,False
42,7,6,False,True,False
42,7,7,True,True,False
42,7,8,False,True,False
42,7,9,False,True,False
42,7,10,False,True,False
42,7,11,False,True,False
42,7,12,False,True,False
42,7,13,False,True,False
42,7,14,False,True,False
42,7,15,True,False,True
42,7,16,True,False,True
42,7,17,False,True,False
42,7,18,True,False,True
42,7,19,False,True,False
42,7,20,False,True,False
42,7,21,False,True,False
42,7,22,False,True,False
42,7,23,False,False,True
42,7,24,False,True,False
42,7,25,False,True,False
42,7,26,False,False,True
42,7,27,False,True,False
42,7,28,False,True,False
42,7,29,True,False,True
42,7,30,False,True,False
42,7,31,False,True,False
42,7,32,False,True,False
42,7,33,False,True,False
42,7,34,False,True,False
42,7,35,False,True,False
42,7,36,False,True,False
42,7,37,False,True,False
42,7,38,False,True,False
42,7,39,False,True,False
42,7,40,False,True,False
42,7,41,False,True,False
42,7,42,True,True,False
42,7,43,False,True,False
42,7,44,True,False,True
42,7,45,False,True,False
42,7,46,False,True,False
42,7,47,True,False,True
42,7,48,False,True,False
42,7,49,False,True,False
42,7,50,False,True,False
42,7,51,False,True,False
42,7,52,False,False,True
42,7,53,False,True,False
42,7,54,False,True,False
42,7,55,False,True,False
42,7,56,False,True,False
42,7,57,False,True,False
42,7,58,False,True,False
42,7,59,False,True,False
42,7,60,False,True,False
42,7,61,False,True,False
42,7,62,False,True,False
42,7,63,False,True,False
42,7,64,False,True,False
42,7,65,False,True,False
42,7,66,True,True,False
42,7,67,False,True,False
42,7,68,False,True,False
42,7,69,False,True,False
42,7,70,False,True,False
42,7,71,False,True,False
42,7,72,False,True,False
42,7,73,False,True,False
42,7,74,True,False,True
42,7,75,True,False,True
42,7,76,True,False,True
42,7,77,True,False,True
42,7,78,False,True,False
42,7,79,False,True,False
42,7,80,False,True,False
42,7,81,False,True,False
42,7,82,False,True,False
42,7,83,True,False,True
42,7,84,True,False,True
42,7,85,True,False,True
42,7,86,False,True,False
42,7,87,True,True,False
42,7,88,True,True,False
42,7,89,False,True,False
42,7,90,False,True,False
42,7,91,False,True,False
42,7,92,False,True,False
42,7,93,False,True,False
42,7,94,False,True,False
42,7,95,False,True,False
42,7,96,False,True,False
42,7,97,False,True,False
42,7,98,False,True,False
42,7,99,False,True,False
42,7,100,False,True,False
42,7,101,False,True,False
42,7,102,False,False,True
42,7,103,False,True,False
42,7,104,False,True,False
42,7,105,False,True,False
42,7,106,False,True,False
42,7,107,True,True,False
42,7,108,False,True,False
42,7,109,False,True,False
42,7,110,False,True,False
42,7,111,False,True,False
42,7,112,False,True,False
42,7,113,False,True,False
42,7,114,False,True,False
42,7,115,False,True,False
42,7,116,True,True,False
42,7,117,True,True,False
42,7,118,True,True,False
42,7,119,False,False,True
42,7,120,False,True,False
42,7,121,False,True,False
42,7,122,False,True,False
42,7,123,True,False,True
42,7,124,False,False,True
42,7,125,True,False,True
42,7,126,False,True,False
42,7,127,False,True,False
42,7,128,False,True,False
42,7,129,False,True,False
42,7,130,False,True,False
42,7,131,True,True,False
42,7,132,True,False,True
42,7,133,False,True,False
42,7,134,False,True,False
42,7,135,True,False,True
42,7,136,True,True,False
42,7,137,False,True,False
42,7,138,False,True,False
42,7,139,True,False,True
42,7,140,False,True,False
42,7,141,False,True,False
42,7,142,False,True,False
42,7,143,False,True,False
42,7,144,False,True,False
42,7,145,False,True,False
42,7,146,False,True,False
42,7,147,False,True,False
42,7,148,False,True,False
42,7,149,True,False,True
42,7,150,False,True,False
42,7,151,True,False,True
42,7,152,False,True,False
42,7,153,False,True,False
42,7,154,False,True,False
42,7,155,False,True,False
42,7,156,False,True,False
42,7,157,True,True,False
42,7,158,False,False,True
42,7,159,False,True,False
42,7,160,False,True,False
42,7,161,False,True,False
42,7,162,False,True,False
42,7,163,False,True,False
42,7,164,False,True,False
42,7,165,False,True,False
42,7,166,False,True,False
42,7,167,False,True,False
42,7,168,False,True,False
42,7,169,True,False,True
42,7,170,False,True,False
42,7,171,False,True,False
42,7,172,False,True,False
42,8,1,False,True,False
42,8,2,True,False,True
42,8,3,False,True,False
42,8,4,True,False,True
42,8,5,False,False,True
42,8,6,False,False,True
42,8,7,False,True,False
42,8,8,True,False,True
42,8,9,False,True,False
42,8,10,False,True,False
42,8,11,True,False,True
42,8,12,False,True,False
42,8,13,False,True,False
42,8,14,True,False,True
42,8,15,False,False,True
42,8,16,False,True,False
42,8,17,False,False,True
42,8,18,False,True,False
42,8,19,False,True,False
42,8,20,False,True,False
42,8,21,True,False,True
42,8,22,False,True,False
42,8,23,False,True,False
42,8,24,False,True,False
42,8,25,False,True,False
42,8,26,False,False,True
42,8,27,False,True,False
42,8,28,True,False,True
42,8,29,False,True,False
42,8,30,False,True,False
42,8,31,False,True,False
42,8,32,False,True,False
42,8,33,False,True,False
42,8,34,True,False,True
42,8,35,True,True,False
42,8,36,False,True,False
42,8,37,False,True,False
42,8,38,True,False,True
42,8,39,False,True,False
42,8,40,True,True,False
42,8,41,False,True,False
42,8,42,False,False,True
42,8,43,False,True,False
42,8,44,True,False,True
42,8,45,True,True,False
42,8,46,False,True,False
42,8,47,False,True,False
42,8,48,False,True,False
42,8,49,False,True,False
42,8,50,True,False,True
42,8,51,False,True,False
42,8,52,False,True,False
42,8,53,False,True,False
42,8,54,False,True,False
42,8,55,False,True,False
42,8,56,False,True,False
42,8,57,False,True,False
42,8,58,True,True,False
42,8,59,False,False,True
42,8,60,True,False,True
42,8,61,False,True,False
42,8,62,False,False,True
42,8,63,False,True,False
42,8,64,False,True,False
42,8,65,False,True,False
42,8,66,False,True,False
42,8,67,False,True,False
42,8,68,True,False,True
42,8,69,True,False,True
42,8,70,False,True,False
42,8,71,False,True,False
42,8,72,True,False,True
42,8,73,False,True,False
42,8,74,False,True,False
42,8,75,True,False,True
42,8,76,True,False,True
42,8,77,False,True,False
42,8,78,False,True,False
42,8,79,False,True,False
42,8,80,True,True,False
42,8,81,False,False,True
42,8,82,False,True,False
42,8,83,False,True,False
42,8,84,True,True,False
42,8,85,False,True,False
42,8,86,False,True,False
42,8,87,True,True,False
42,8,88,True,False,True
42,8,89,False,True,False
42,8,90,False,True,False
42,8,91,False,True,False
42,8,92,False,True,False
42,8,93,True,False,True
42,8,94,False,True,False
42,8,95,False,True,False
42,8,96,True,True,False
42,8,97,False,True,False
42,8,98,False,True,False
42,8,99,False,True,False
42,8,100,False,True,False
42,8,101,False,True,False
42,8,102,False,True,False
42,8,103,False,True,False
42,8,104,False,True,False
42,8,105,False,True,False
42,8,106,False,True,False
42,8,107,False,True,False
42,8,108,False,True,False
42,8,109,False,True,False
42,8,110,False,True,False
42,8,111,False,True,False
42,8,112,False,False,True
42,8,113,True,False,True
42,8,114,False,False,True
42,8,115,True,False,True
42,8,116,False,True,False
42,8,117,False,True,False
42,8,118,True,False,True
42,8,119,False,True,False
42,8,120,False,True,False
42,8,121,True,False,True
42,8,122,False,True,False
42,8,123,False,False,True
42,8,124,True,True,False
42,8,125,False,True,False
42,8,126,False,True,False
42,8,127,False,False,True
42,8,128,False,True,False
42,8,129,False,True,False
42,8,130,False,True,False
42,8,131,False,True,False
42,8,132,False,True,False
42,8,133,False,True,False
42,8,134,False,True,False
42,8,135,True,False,True
42,8,136,False,True,False
42,8,137,True,True,False
42,8,138,False,True,False
42,8,139,False,False,True
42,8,140,False,True,False
42,8,141,False,True,False
42,8,142,False,True,False
42,8,143,False,True,False
42,8,144,False,True,False
42,8,145,False,True,False
42,8,146,False,True,False
42,8,147,False,True,False
42,8,148,False,True,False
42,8,149,True,False,True
42,8,150,False,True,False
42,8,151,False,True,False
42,8,152,False,True,False
42,8,153,False,True,False
42,8,154,False,True,False
42,8,155,False,True,False
42,8,156,False,True,False
42,8,157,False,True,False
42,8,158,False,False,True
42,8,159,False,True,False
42,8,160,False,True,False
42,8,161,False,True,False
42,8,162,False,True,False
42,8,163,False,True,False
42,8,164,False,True,False
42,8,165,False,True,False
42,8,166,False,True,False
42,8,167,True,True,False
42,8,168,False,False,True
42,8,169,True,False,True
42,8,170,False,True,False
42,8,171,False,True,False
42,8,172,False,True,False
42,8,173,True,True,False
42,8,174,False,True,False
42,8,175,False,True,False
42,8,176,False,False,True
42,8,177,False,True,False
42,8,178,False,True,False
42,8,179,False,True,False
42,8,180,False,True,False
42,8,181,False,True,False
42,8,182,False,True,False
42,8,183,False,True,False
42,8,184,False,True,False
42,8,185,False,True,False
42,8,186,False,True,False
42,9,1,False,True,False
42,9,2,True,False,True
42,9,3,False,True,False
42,9,4,True,False,True
42,9,5,False,True,False
42,9,6,True,True,False
42,9,7,False,True,False
42,9,8,False,True,False
42,9,9,False,True,False
42,9,10,False,True,False
42,9,11,True,False,True
42,9,12,False,True,False
42,9,13,True,True,False
42,9,14,False,True,False
42,9,15,False,True,False
42,9,16,True,False,True
42,9,17,False,True,False
42,9,18,True,True,False
42,9,19,False,True,False
42,9,20,False,True,False
42,9,21,True,False,True
42,9,22,False,True,False
42,9,23,False,True,False
42,9,24,False,True,False
42,9,25,False,True,False
42,9,26,False,True,False
42,9,27,True,False,True
42,9,28,False,True,False
42,9,29,False,True,False
42,9,30,True,True,False
42,9,31,False,True,False
42,9,32,False,True,False
42,9,33,True,True,False
42,9,34,False,True,False
42,9,35,False,True,False
42,9,36,False,True,False
42,9,37,False,False,True
42,9,38,False,True,False
42,9,39,False,False,True
42,9,40,False,True,False
42,9,41,False,True,False
42,9,42,False,True,False
42,9,43,False,True,False
42,9,44,False,True,False
42,9,45,False,True,False
42,9,46,False,False,True
42,9,47,False,True,False
42,9,48,False,True,False
42,9,49,False,True,False
42,9,50,False,True,False
42,9,51,False,True,False
42,9,52,False,True,False
42,9,53,True,False,True
42,9,54,False,True,False
42,9,55,False,True,False
42,9,56,False,True,False
42,9,57,False,True,False
42,9,58,False,True,False
42,9,59,False,True,False
42,9,60,True,True,False
42,9,61,True,False,True
42,9,62,True,False,True
42,9,63,False,True,False
42,9,64,False,True,False
42,9,65,False,True,False
42,9,66,False,True,False
42,9,67,False,True,False
42,9,68,False,True,False
42,9,69,False,True,False
42,9,70,True,True,False
42,9,71,False,True,False
42,9,72,False,True,False
42,9,73,False,True,False
42,9,74,False,True,False
42,9,75,False,False,True
42,9,76,False,False,True
42,9,77,True,True,False
42,9,78,False,True,False
42,9,79,False,True,False
42,9,80,False,True,False
42,9,81,False,True,False
42,9,82,False,True,False
42,10,1,False,True,False
42,10,2,False,True,False
42,10,3,True,False,True
42,10,4,False,True,False
42,10,5,False,True,False
42,10,6,False,True,False
42,10,7,False,True,False
42,10,8,False,True,False
42,10,9,False,True,False
42,10,10,False,True,False
42,10,11,True,True,False
42,10,12,False,True,False
42,10,13,True,False,True
42,10,14,False,True,False
42,10,15,True,False,True
42,10,16,False,True,False
42,10,17,False,True,False
42,10,18,False,True,False
42,10,19,False,True,False
42,10,20,False,True,False
42,10,21,True,False,True
42,10,22,False,True,False
42,10,23,False,True,False
42,10,24,False,True,False
42,10,25,True,True,False
42,10,26,True,False,True
42,10,27,False,True,False
42,10,28,False,True,False
42,10,29,False,True,False
42,10,30,True,True,False
42,10,31,False,True,False
42,10,32,True,True,False
42,10,33,False,True,False
42,10,34,False,True,False
42,10,35,False,True,False
42,10,36,False,True,False
42,10,37,False,True,False
